Nome produto;Imagem principal;Imagem 2;Imagem 3;Imagem 4;Marca;Modelo;Imagens adicionais;Nome categoria
Microscópio biológico multivisualização 2 cabeçotes - BIO3204-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_multivisualizacao_2_cabecotes_bio3204_bi_15589_1_45702e7c6c86f3a74889260cd383251b.png;;;;Biofocus;BIO3204-BI;;Equipamentos
Microscópio biológico multivisualização 3 cabeçotes - BIO3304;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_multivisualizacao_3_cabecotes_bio3304_15590_1_3c85782cae3df4f14158b11fcb62bbcb.png;;;;Biofocus;BIO3304-BI;;Equipamentos
Microscópio biológico multivisualização 5 cabeçotes - BIO3510-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_multivisualizacao_5_cabecotes_bio3510_bi_15591_1_dc7bcbc696c2511727541a95dc3c42ca.png;;;;Biofocus;BIO3510-BI;;Equipamentos
Microscópio biológico Multivisualização 2 cabeçotes Ótica infinita - BIO8204-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_multivisualizacao_2_cabecotes_otica_infinita_bio8204_bi_15592_1_6379d97d0cddc2f223b723d701f8955f.png;;;;Biofocus;BIO8204-BI;;Equipamentos
Microscópio biológico Multivisualização 2 cabeçotes Ótica infinita - BIO8204F-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_multivisualizacao_2_cabecotes_otica_infinita_bio8204f_bi_15593_1_499c9533dbe59012d8c467944a8902ea.png;;;;Biofocus;BIO8204F-BI;;Equipamentos
Microscópio biológico Multivisualização 3 cabeçotes Ótica infinita - BIO8306-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_multivisualizacao_3_cabecotes_otica_infinita_bio8306_bi_15594_1_4c2d8adfe46a3ceb3fa63cf6b474ba51.png;;;;Biofocus;BIO8306-BI;;Equipamentos
Microscópio biológico Multivisualização 5 cabeçotes Ótica infinita - BIO8510-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_multivisualizacao_5_cabecotes_otica_infinita_bio8510_bi_15595_1_782a6e527b3db88a0173270bd44934b6.png;;;;Biofocus;BIO8510-BI;;Equipamentos
Câmera Digital para Microscópio HDMI 10.5MP - BIO-HDMI;https://images.tcdn.com.br/img/img_prod/1357340/camera_digital_para_microscopio_hdmi_10_5mp_bio_hdmi_15596_1_1f9125df6a81ad14e2be94584ea45be7.png;https://images.tcdn.com.br/img/img_prod/1357340/camera_digital_para_microscopio_hdmi_10_5mp_bio_hdmi_15596_2_0f11d025d2724a8fae3c58441e343837.png;;;Biofocus;BIO-HDMI;https://www.youtube.com/embed/4QCbjqcbbwo;Equipamentos
Microscópio Biológico binocular invertido Ótica infinita e Contraste de fases - BIOINVERT-BINO-CF-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_binocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_bino_cf_bi_15597_1_6ac7a213d62439c91e421a433f379e48.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_binocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_bino_cf_bi_15597_2_ed5cd94e76f2f446cf6efa08c253e3f0.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_binocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_bino_cf_bi_15597_3_be79c887c9f2fbbfee0451b302fee1ff.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_binocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_bino_cf_bi_15597_4_06550f932d352d5e2c421dafe44e4809.png;Biofocus;BIOINVERT-BINO-CF-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_binocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_bino_cf_bi_15597_5_f81a09182dbb91d01a567ae024ae6fc8.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_binocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_bino_cf_bi_15597_6_99f3e9455d53118fa2212136fb2b5be6.png;Equipamentos
Microscópio biológico Invertido Ótica infinita e Contraste de fases com kit de Fluorescência - BIO-INVERT-FLUO-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_invertido_otica_infinita_e_contraste_de_fases_com_kit_de_fluorescencia_bio_inv_15599_1_58c141a1b9d0c78653574cde1e3af328.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_invertido_otica_infinita_e_contraste_de_fases_com_kit_de_fluorescencia_bio_inv_15599_2_6a64c967544c27443e32433e997c4f4d.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_invertido_otica_infinita_e_contraste_de_fases_com_kit_de_fluorescencia_bio_inv_15599_3_e1b80dd114958645de934797658be524.png;;Biofocus;BIO-INVERT-FLUO-BI;https://www.youtube.com/embed/MdUE1eKvdNs;Equipamentos
Microscópio Biológico Trinocular invertido Ótica infinita e Contraste de fases - BIOINVERT-TRINO-CF-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_trinocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_trino_cf_bi_15600_1_9e7b479b28c184844b0b7b87343ce63a.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_trinocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_trino_cf_bi_15600_2_33217fd4e2d2e397c5308a20d38e6dcf.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_trinocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_trino_cf_bi_15600_3_9e7b479b28c184844b0b7b87343ce63a.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_trinocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_trino_cf_bi_15600_4_843d11f3f08881713263faaf65fefb96.png;Biofocus;BIOINVERT-TRINO-CF-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_trinocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_trino_cf_bi_15600_5_c842ce38972390c279421d847e1d4a35.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_trinocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_trino_cf_bi_15600_6_3f61bdb65fa5f6f59a282b5895188091.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_trinocular_invertido_otica_infinita_e_contraste_de_fases_bioinvert_trino_cf_bi_15600_7_ed5cd94e76f2f446cf6efa08c253e3f0.png;Equipamentos
Microscópio Binocular Plan. BLUE 1000X Ótica Infinita - BLUE1000-B-I-L-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_otica_infinita_blue1000_b_i_l_bi_15601_1_4586dcce035a6a1c95d2a1bf68717c3c.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_otica_infinita_blue1000_b_i_l_bi_15601_2_9bd0b00502395666d20dcd128d591bff.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_otica_infinita_blue1000_b_i_l_bi_15601_3_b46ce900a639f9e7ad929fde53fcf248.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_otica_infinita_blue1000_b_i_l_bi_15601_4_b61234ad1dc64d2d7558de8d195eaec8.png;Biofocus;BLUE1000-B-I-L-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_otica_infinita_blue1000_b_i_l_bi_15601_5_dd1e31c1df647da713bf6bf325070038.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_otica_infinita_blue1000_b_i_l_bi_15601_6_a7f7707b99306f2c4e2f051d0b534851.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_otica_infinita_blue1000_b_i_l_bi_15601_7_e269a32091444968fdb3f3b67873bbf3.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_otica_infinita_blue1000_b_i_l_bi_15601_8_1d3ee6873d0815d8e7fca42d5502444e.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_otica_infinita_blue1000_b_i_l_bi_15601_9_3d0e702ffa4fe32b13819b9fb5fd0857.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_otica_infinita_blue1000_b_i_l_bi_15601_10_55085a11bf49e0026d87f69829e08962.png, https://images.tcdn.com.br/img/im;Equipamentos
Microscópio Binocular Plan. BLUE 1000X Infinito, Contraste de Fases - BLUE1000-B-I-L-CF-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_b_i_l_cf_bi_15602_1_ad3f074c4059f7c69866acc8791c8578.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_b_i_l_cf_bi_15602_2_afd0cb11ea61482a837a4be521606e62.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_b_i_l_cf_bi_15602_3_2b666fca9d85504bf217c63962129fa0.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_b_i_l_cf_bi_15602_4_1118118ffa563b21501cb252a8093f77.png;Biofocus;BLUE1000-B-I-L-CF-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_b_i_l_cf_bi_15602_5_0df67a30acd55024fc4a5327782b0e1f.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_b_i_l_cf_bi_15602_6_88aa2800b03585a61361a0341a1bc3eb.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_b_i_l_cf_bi_15602_7_783967648b8d33ddd38ceedd2b23f27d.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_b_i_l_cf_bi_15602_8_e282b42f064b95b9bb9abf29be347477.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_b_i_l_cf_bi_15602_9_731aa7d5af659894996bb8576440636d.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_contraste_de_fases_blue1;Equipamentos
Microscópio Binocular Plan. BLUE 1000X Infinito, Polarização - BLUE1000-B-I-L-P-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_polarizacao_blue1000_b_i_l_p_bi_15603_1_ad3f074c4059f7c69866acc8791c8578.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_polarizacao_blue1000_b_i_l_p_bi_15603_2_731aa7d5af659894996bb8576440636d.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_polarizacao_blue1000_b_i_l_p_bi_15603_3_afd0cb11ea61482a837a4be521606e62.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_polarizacao_blue1000_b_i_l_p_bi_15603_4_baa6c009b6f2236c345cc78c4ff7e7b1.png;Biofocus;BLUE1000-B-I-L-P-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_polarizacao_blue1000_b_i_l_p_bi_15603_5_88aa2800b03585a61361a0341a1bc3eb.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_polarizacao_blue1000_b_i_l_p_bi_15603_6_0df67a30acd55024fc4a5327782b0e1f.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_polarizacao_blue1000_b_i_l_p_bi_15603_7_e282b42f064b95b9bb9abf29be347477.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_polarizacao_blue1000_b_i_l_p_bi_15603_8_a4399f1ae9a33c2d7b7cb0b185552b20.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_polarizacao_blue1000_b_i_l_p_bi_15603_9_1118118ffa563b21501cb252a8093f77.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1000x_infinito_polarizacao_blue1000_b_i_l_p_bi_15603_10_2b666fca9d85504bf217c63;Equipamentos
Microscópio Trinocular Plan. BLUE 1000X Ótica Infinita - BLUE1000-T-I-L-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_otica_infinita_blue1000_t_i_l_bi_15604_1_bdfdad90d41bc91a075b651017ac1e16.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_otica_infinita_blue1000_t_i_l_bi_15604_2_59df2d6b30ae7efa052ca948b21cdaf0.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_otica_infinita_blue1000_t_i_l_bi_15604_3_eb6c87618ba6a6f3f9ddabc85a14e07a.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_otica_infinita_blue1000_t_i_l_bi_15604_4_d57137eeae2a04174eeb8cbbc88a08fe.png;Biofocus;BLUE1000-T-I-L-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_otica_infinita_blue1000_t_i_l_bi_15604_5_43f18f8ca66871b905e19e29607c7822.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_otica_infinita_blue1000_t_i_l_bi_15604_6_fc4bf6994ebfce9a958839e9bab0077f.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_otica_infinita_blue1000_t_i_l_bi_15604_7_7969e06e17214590c4a82116ba4d81c2.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_otica_infinita_blue1000_t_i_l_bi_15604_8_5e98486d3835124e3edc8b7ca4c7414c.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_otica_infinita_blue1000_t_i_l_bi_15604_9_e4a98b94dc2f93948da9dbc74a466e0a.png;Equipamentos
Microscópio Trinocular Plan. BLUE 1000X Infinito, Contraste de Fases - BLUE1000-T-I-L-CF-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_t_i_l_cf_bi_15605_1_59df2d6b30ae7efa052ca948b21cdaf0.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_t_i_l_cf_bi_15605_2_e4a98b94dc2f93948da9dbc74a466e0a.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_t_i_l_cf_bi_15605_3_d57137eeae2a04174eeb8cbbc88a08fe.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_t_i_l_cf_bi_15605_4_43f18f8ca66871b905e19e29607c7822.png;Biofocus;BLUE1000-T-I-L-CF-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_t_i_l_cf_bi_15605_5_bdfdad90d41bc91a075b651017ac1e16.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_t_i_l_cf_bi_15605_6_7969e06e17214590c4a82116ba4d81c2.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_t_i_l_cf_bi_15605_7_eb6c87618ba6a6f3f9ddabc85a14e07a.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_t_i_l_cf_bi_15605_8_fc4bf6994ebfce9a958839e9bab0077f.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_contraste_de_fases_blue1000_t_i_l_cf_bi_15605_9_5e98486d3835124e3edc8b7ca4c7414c.png;Equipamentos
Microscópio Trinocular Plan. BLUE 1000X Infinito, Polarização - BLUE1000-T-I-L-P-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_polarizacao_blue1000_t_i_l_p_bi_15606_1_bdfdad90d41bc91a075b651017ac1e16.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_polarizacao_blue1000_t_i_l_p_bi_15606_2_fc4bf6994ebfce9a958839e9bab0077f.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_polarizacao_blue1000_t_i_l_p_bi_15606_3_43f18f8ca66871b905e19e29607c7822.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_polarizacao_blue1000_t_i_l_p_bi_15606_4_59df2d6b30ae7efa052ca948b21cdaf0.png;Biofocus;BLUE1000-T-I-L-P-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_polarizacao_blue1000_t_i_l_p_bi_15606_5_e4a98b94dc2f93948da9dbc74a466e0a.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_polarizacao_blue1000_t_i_l_p_bi_15606_6_5e98486d3835124e3edc8b7ca4c7414c.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_polarizacao_blue1000_t_i_l_p_bi_15606_7_eb6c87618ba6a6f3f9ddabc85a14e07a.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_polarizacao_blue1000_t_i_l_p_bi_15606_8_d57137eeae2a04174eeb8cbbc88a08fe.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_plan_blue_1000x_infinito_polarizacao_blue1000_t_i_l_p_bi_15606_9_7969e06e17214590c4a82116ba4d81c2.png;Equipamentos
Microscópio Binocular Acro. Blue 1600X - BLUE1600BA-L-BAT;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_acro_blue_1600x_blue1600ba_l_bat_15607_1_b3e33c1df42549d6165f0db3d1f09f44.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_acro_blue_1600x_blue1600ba_l_bat_15607_2_e5537dafe0b16d5fef7939f3b06fa298.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_acro_blue_1600x_blue1600ba_l_bat_15607_3_e1e3a3b01f7e6a933933d2b125e28ff7.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_acro_blue_1600x_blue1600ba_l_bat_15607_4_05de173f8fb0c68e1c04643e8d12e282.png;Biofocus;BLUE1600BA-L-BAT;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_acro_blue_1600x_blue1600ba_l_bat_15607_5_dafbce13537023ee4e69c043f310533d.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_acro_blue_1600x_blue1600ba_l_bat_15607_6_2c91e673d46138fed3b7fc7b04f85539.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_acro_blue_1600x_blue1600ba_l_bat_15607_7_e4744ec9a53af2f5b4d0b05d07e679a5.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_acro_blue_1600x_blue1600ba_l_bat_15607_8_4b934d2f65f2ff559f2c7a2d02ffe78f.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_acro_blue_1600x_blue1600ba_l_bat_15607_8_a0b76b262d7e8b7f6afb3790a8a334ae.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_acro_blue_1600x_blue1600ba_l_bat_15607_9_c3a28eec05f73ca89102d9b0d1bbe9ab.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_acro_blue_1600x_blue1600ba_l_bat_15607_10_b34186fc49cc38138f;Equipamentos
Microscópio Binocular Plan. Blue 1600X - BLUE1600BP-L-BAT;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1600x_blue1600bp_l_bat_15611_1_2c91e673d46138fed3b7fc7b04f85539.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1600x_blue1600bp_l_bat_15611_2_e4744ec9a53af2f5b4d0b05d07e679a5.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1600x_blue1600bp_l_bat_15611_3_4b934d2f65f2ff559f2c7a2d02ffe78f.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1600x_blue1600bp_l_bat_15611_4_b3e33c1df42549d6165f0db3d1f09f44.png;Biofocus;BLUE1600BP-L-BAT;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1600x_blue1600bp_l_bat_15611_5_e5537dafe0b16d5fef7939f3b06fa298.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1600x_blue1600bp_l_bat_15611_6_e1e3a3b01f7e6a933933d2b125e28ff7.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1600x_blue1600bp_l_bat_15611_7_05de173f8fb0c68e1c04643e8d12e282.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1600x_blue1600bp_l_bat_15611_8_dafbce13537023ee4e69c043f310533d.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1600x_blue1600bp_l_bat_15611_7_b34186fc49cc38138f8b97c42e853d64.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1600x_blue1600bp_l_bat_15611_8_4e017df15d5daa4d73f816486b087bec.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_binocular_plan_blue_1600x_blue1600bp_l_bat_15611_9_3cb74e070c1438cfa57;Equipamentos
Microscópio Trinocular Acro. Série Blue 1600X - BLUE1600TA-L-BAT;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_acro_serie_blue_1600x_blue1600ta_l_bat_15613_16_ac76f2fb69078b054de42da1e7dcefd5.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_acro_serie_blue_1600x_blue1600ta_l_bat_15613_4_d2c8de20f80d1a116d0c0b53cb5947f4.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_acro_serie_blue_1600x_blue1600ta_l_bat_15613_1_f4df4f3bafd8537de08b8b3277ab75a9.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_acro_serie_blue_1600x_blue1600ta_l_bat_15613_2_1038714064b403062ffd9053aa0d2d41.png;Biofocus;BLUE1600TA-L-BAT;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_acro_serie_blue_1600x_blue1600ta_l_bat_15613_3_7a35724993e595e4b9892148b5cd952e.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_acro_serie_blue_1600x_blue1600ta_l_bat_15613_5_bea425437d8e5ca8a8b790042ae0535c.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_acro_serie_blue_1600x_blue1600ta_l_bat_15613_6_a8816192b0678dcc2b99eeff54db523f.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_acro_serie_blue_1600x_blue1600ta_l_bat_15613_7_b34186fc49cc38138f8b97c42e853d64.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_acro_serie_blue_1600x_blue1600ta_l_bat_15613_8_178eedcadc9d4a96315ad47c4d658db5.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_acro_serie_blue_1600x_blue1600ta_l_bat_15613_9_c3a28eec05f73ca89102d9b0d1bbe9ab.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trinocular_acro_serie_blue_1;Equipamentos
Microscópio Trino Plan. Série Blue 1600X - BLUE1600TP-L-BAT;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trino_plan_serie_blue_1600x_blue1600tp_l_bat_15617_1_d2c8de20f80d1a116d0c0b53cb5947f4.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trino_plan_serie_blue_1600x_blue1600tp_l_bat_15617_2_bea425437d8e5ca8a8b790042ae0535c.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trino_plan_serie_blue_1600x_blue1600tp_l_bat_15617_3_f4df4f3bafd8537de08b8b3277ab75a9.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trino_plan_serie_blue_1600x_blue1600tp_l_bat_15617_4_9da25e58ed42bbdc0a1da715fa4c78d6.png;Biofocus;BLUE1600TP-L-BAT;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trino_plan_serie_blue_1600x_blue1600tp_l_bat_15617_5_b8e3de50154207168976d2ab7853cf5a.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trino_plan_serie_blue_1600x_blue1600tp_l_bat_15617_6_1038714064b403062ffd9053aa0d2d41.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trino_plan_serie_blue_1600x_blue1600tp_l_bat_15617_7_ac76f2fb69078b054de42da1e7dcefd5.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trino_plan_serie_blue_1600x_blue1600tp_l_bat_15617_8_bd9daf87d7740a7c5b02272b3dcd6fed.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trino_plan_serie_blue_1600x_blue1600tp_l_bat_15617_9_b34186fc49cc38138f8b97c42e853d64.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trino_plan_serie_blue_1600x_blue1600tp_l_bat_15617_10_9c3e21239dff934bbba19bf36cfe5e7f.png, https://images.tcdn.com.br/img/img_prod/1357340/microscopio_trino_plan_serie_blue_1600x_blue1600tp_l_bat_15617_11_a88;Equipamentos
Estereomicroscópio Trinocular - ECZ-BLACK-TRI-45-L-BI;https://images.tcdn.com.br/img/img_prod/1357340/estereomicroscopio_trinocular_ecz_black_tri_l_bi_15686_1_c1a266fa542ca1a5851b2c0adbcd0030.png;https://images.tcdn.com.br/img/img_prod/1357340/estereomicroscopio_trinocular_ecz_black_tri_l_bi_15686_2_b9011a9758eea7c3c22fcc6adf7e0b9c.png;;;Biofocus;ECZ-BLACK-TRI-45-L-BI;;Equipamentos
Microscópio biológico binocular Acro. infinita - GE1000B-IA-BI;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_binocular_acro_infinita_ge1000b_ia_bi_15699_1_035c3ade8d052ae39edfb2a1e196c854.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_binocular_acro_infinita_ge1000b_ia_bi_15699_2_f58f586481fc3424bd66f9740c5fe085.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_binocular_acro_infinita_ge1000b_ia_bi_15699_3_7ad21e332f81b49b124aa2bc680265de.png;https://images.tcdn.com.br/img/img_prod/1357340/microscopio_biologico_binocular_acro_infinita_ge1000b_ia_bi_15699_4_764908def736571ee8e2c5cfb64bb8be.png;Biofocus;GE1000B-IA-BI;;Equipamentos
